SMILES,TITLE,dockvalent_id,number_of_overlapping_fragments,overlapping_fragments,overlap_score
CNc1cnc(nc1)c1c([C@@H]2CCC[C@H]2C(=O)NC(=O)CC)c(Cl)cs1,BEN-VAN-d2b-4,455_ACR.0,0,,1335.6179421044685
CNc1cnc(nc1)c1c(ccs1)[C@@H]1CCC[C@H]1C(=O)NC(=O)CC,BEN-VAN-d2b-6,457_ACR.0,0,,1426.5296987419406
CCOc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC)c(cn1)C#N,BEN-VAN-d2b-9,460_ACR.0,0,,1050.7133260330754
CCOc1ncc(C=[NH2])c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)C=C)c1,BEN-VAN-d2b-9,460_NIT.0,0,,1470.5818955339819
COCCNc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC)c(cn1)C#N,BEN-VAN-d2b-10,461_ACR.0,0,,1225.4039733821605
COCCNc1ncc(C=[NH2])c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)C=C)c1,BEN-VAN-d2b-10,461_NIT.0,0,,1541.423214954785
COCCNc1nc(F)c(C#N)c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC)c1F,BEN-VAN-d2b-11,462_ACR.0,0,,1169.4406157734022
COCCNc1nc(F)c(C=[NH2])c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)C=C)c1F,BEN-VAN-d2b-11,462_NIT.0,0,,1439.9237158637961
CCNc1cc(Nc2csc(OC)c2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC)c(cn1)C#N,BEN-VAN-d2b-12,463_ACR.0,0,,1375.4583605707242
CCNc1ncc(C=[NH2])c(Nc2csc(OC)c2[C@@H]2CCC[C@@H]2C(=O)NC(=O)C=C)c1,BEN-VAN-d2b-12,463_NIT.0,0,,1616.6569400372373
CCNc1cc(Nc2c(F)scc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC)c(cn1)C#N,BEN-VAN-d2b-13,464_ACR.0,0,,1074.8252480518822
CCNc1ncc(C=[NH2])c(Nc2c(F)scc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)C=C)c1,BEN-VAN-d2b-13,464_NIT.0,0,,1262.536660382115
CCNc1cc(Nc2c(Cl)scc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC)c(cn1)C#N,BEN-VAN-d2b-14,465_ACR.0,0,,1373.8623916720906
CCNc1ncc(C=[NH2])c(Nc2c(Cl)scc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)C=C)c1,BEN-VAN-d2b-14,465_NIT.0,0,,1301.0638470310232
CNc1cnc(nc1F)c1c(ccs1)[C@@H]1CCC[C@H]1C(=O)NC(=O)CC,BEN-VAN-d2b-18,469_ACR.0,0,,1452.9537286113982
CNc1cnc(nc1F)c1c(cc(F)s1)[C@@H]1CCC[C@H]1C(=O)NC(=O)CC,BEN-VAN-d2b-19,470_ACR.0,0,,1273.574200813889
CC(=O)N1CCN(Cc2c(ccs2)C#N)CC1,DAV-CRI-d1e-1,475_NCL.0,0,,1356.3872763346585
CCC(=O)N1CCN(Cc2c(ccs2)C#N)CC1,DAV-CRI-d1e-1,475_NCL2ACR.0,0,,1606.0168619889264
C(=[NH2])c1c(CN2CCN(CC2)C(=O)CCl)scc1,DAV-CRI-d1e-1,475_NIT.0,2,"x0831,x0692",1954.295763105076
CCNc1cc(CN2CCN(CC2)C(=O)C)c(cn1)C#N,DAV-CRI-d1e-2,476_NCL.0,0,,1247.3021237035216
CCNc1cc(CN2CCN(CC2)C(=O)CC)c(cn1)C#N,DAV-CRI-d1e-2,476_NCL2ACR.0,0,,1499.538251473948
CCNc1cc(CN2CCN(CC2)C(=O)CCl)c(cn1)C=[NH2],DAV-CRI-d1e-2,476_NIT.0,0,,1678.247582662382
OCNc1ncc(C#N)c(CN2CCN(CC2)C(=O)C)c1,DAV-CRI-d1e-3,477_NCL.0,0,,1364.7889375161085
OCNc1ncc(C#N)c(CN2CCN(CC2)C(=O)CC)c1,DAV-CRI-d1e-3,477_NCL2ACR.0,0,,1424.4226480804084
OCNc1ncc(C=[NH2])c(CN2CCN(CC2)C(=O)CCl)c1,DAV-CRI-d1e-3,477_NIT.0,0,,1581.7944048574088
CCNc1c(CN2CCN(CC2)C(=O)C)c(cs1)C#N,DAV-CRI-d1e-4,478_NCL.0,0,,1344.3278896160705
CCNc1c(CN2CCN(CC2)C(=O)CC)c(cs1)C#N,DAV-CRI-d1e-4,478_NCL2ACR.0,0,,1387.1058247186872
CCNc1c(CN2CCN(CC2)C(=O)CCl)c(cs1)C=[NH2],DAV-CRI-d1e-4,478_NIT.0,0,,2004.615287589892
OCNc1c(CN2CCN(CC2)C(=O)C)c(cs1)C#N,DAV-CRI-d1e-5,479_NCL.0,0,,1253.0666932977756
OCNc1c(CN2CCN(CC2)C(=O)CC)c(cs1)C#N,DAV-CRI-d1e-5,479_NCL2ACR.0,0,,1068.7056075267978
OCNc1c(CN2CCN(CC2)C(=O)CCl)c(cs1)C=[NH2],DAV-CRI-d1e-5,479_NIT.0,0,,1876.8459701573104
CC(=O)Nc1c(CN2CCN(CC2)C(=O)C)c(cs1)C#N,DAV-CRI-d1e-6,480_NCL.0,0,,1354.9479215694944
CC(=O)Nc1c(CN2CCN(CC2)C(=O)CC)c(cs1)C#N,DAV-CRI-d1e-6,480_NCL2ACR.0,0,,1434.3352370989987
CCC(=O)Nc1c(CN2CCN(CC2)C(=O)CCl)c(cs1)C#N,DAV-CRI-d1e-6,480_ACL2ACR.0,0,,1383.36992877465
CC(=O)Nc1c(CN2CCN(CC2)C(=O)CCl)c(cs1)C#N,DAV-CRI-d1e-6,480_ACL.0,1,x1420,1925.6203619683506
CC(=O)Nc1c(CN2CCN(CC2)C(=O)CCl)c(cs1)C=[NH2],DAV-CRI-d1e-6,480_NIT.0,0,,1815.7065079139222
Fc1c(c(OCCCNc2ccc(cn2)C#N)ccc1)S(=O)(=O)N1CCN(CC1)C(=O)CC,JAN-GHE-bf4-1,685_ACR.0,0,,628.6689032530593
Fc1c(c(OCCCNc2ccc(cn2)C=[NH2])ccc1)S(=O)(=O)N1CCN(CC1)C(=O)C=C,JAN-GHE-bf4-1,685_NIT.0,0,,1022.0529900762964
CCC(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1c1ccc(Nc2ccc(cn2)C#N)cc1,JAN-GHE-bf4-2,686_ACR.0,0,,939.6634615230928
C(=[NH2])c1ccc(Nc2ccc(cc2)c2ccccc2S(=O)(=O)N2CCN(CC2)C(=O)C=C)nc1,JAN-GHE-bf4-2,686_NIT.0,0,,592.200209403132
Fc1c(c(OCCCNc2ccc(cn2)C#N)ccc1)S(=O)(=O)N1C[C@@H]2CN(C[C@@H]2C1)C(=O)CC,JAN-GHE-bf4-3,687_ACR.0,0,,1102.4608576425778
Fc1c(c(OCCCNc2ccc(cn2)C=[NH2])ccc1)S(=O)(=O)N1C[C@@H]2CN(C[C@@H]2C1)C(=O)C=C,JAN-GHE-bf4-3,687_NIT.0,0,,884.2851416809482
CCC(=O)N1C[C@H]2CN(C[C@H]2C1)S(=O)(=O)c1ccccc1c1ccc(Nc2ccc(cn2)C#N)cc1,JAN-GHE-bf4-4,688_ACR.0,0,,1650.2326571343285
C(=[NH2])c1ccc(Nc2ccc(cc2)c2ccccc2S(=O)(=O)N2C[C@@H]3CN(C[C@@H]3C2)C(=O)C=C)nc1,JAN-GHE-bf4-4,688_NIT.0,0,,788.6321409936148
CCC(=O)N1CC(C1)NS(=O)(=O)c1ccccc1c1ccc(Nc2ccc(cn2)C#N)cc1,JAN-GHE-bf4-5,689_ACR.0,0,,1302.363356115718
C(=[NH2])c1ccc(Nc2ccc(cc2)c2ccccc2S(=O)(=O)NC2CN(C2)C(=O)C=C)nc1,JAN-GHE-bf4-5,689_NIT.0,0,,969.1820859934636
CCC(=O)NC1CN(C1)S(=O)(=O)c1ccccc1c1ccc(Nc2ccc(cn2)C#N)cc1,JAN-GHE-bf4-6,690_ACR.0,0,,982.4279511671202
C(=[NH2])c1ccc(Nc2ccc(cc2)c2ccccc2S(=O)(=O)N2CC(C2)NC(=O)C=C)nc1,JAN-GHE-bf4-6,690_NIT.0,0,,945.7858033840565
Fc1c(c(OCCCNc2ccc(cn2)C#N)ccc1)S(=O)(=O)N1CC(C1)NC(=O)CC,JAN-GHE-bf4-7,691_ACR.0,0,,904.6081505347917
Fc1c(c(OCCCNc2ccc(cn2)C=[NH2])ccc1)S(=O)(=O)N1CC(C1)NC(=O)C=C,JAN-GHE-bf4-7,691_NIT.0,0,,1321.2360689751808
Fc1c(c(OCCCNc2ccc(cn2)C#N)ccc1)S(=O)(=O)NC1CN(C1)C(=O)CC,JAN-GHE-bf4-8,692_ACR.0,0,,1309.555364292242
Fc1c(c(OCCCNc2ccc(cn2)C=[NH2])ccc1)S(=O)(=O)NC1CN(C1)C(=O)C=C,JAN-GHE-bf4-8,692_NIT.0,0,,1023.6726290787338
CCC(=O)N1CCN(CC2=C[NH2][C@H]3C=CC(=C[C@@H]23)C#N)CC1,JAN-GHE-bf4-9,693_ACR.0,0,,1443.0486189209653
CCC(=O)N1CC(C1)NCC1=C[NH2][C@H]2C=CC(=C[C@@H]12)C#N,JAN-GHE-bf4-10,694_ACR.0,0,,580.1657130965752
CCC(=O)N[C@H]1CN(CC2=C[NH2][C@H]3C=CC(=C[C@@H]23)C#N)C1,JAN-GHE-bf4-11,695_ACR.0,0,,1083.8043113807623
CCC(=O)N1C[C@H]2C[N@H+](CC3=CN[C@@H]4C=CC(=C[C@H]34)C#N)C[C@H]2C1,JAN-GHE-bf4-12,696_ACR.0,0,,1279.853302055676
C(=[NH2])C1=C[C@H]2[C@H](NC=C2C[N@@H+]2C[C@@H]3CN(C[C@@H]3C2)C(=O)C=C)C=C1,JAN-GHE-bf4-12,696_NIT.0,0,,1219.0757912843308
CN(CC[N@@H+](C)CC1=CN[C@@H]2C=CC(=C[C@H]12)C=[NH2])C(=O)C=C,JAN-GHE-bf4-13,697_NIT.0,0,,1144.210678228898
Cc1ccc(CC[C@@H]([NH+]2CCN(CC2)C(=O)CCl)[C@@H]2[C@@H]3[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]3CCC2)cc1,PAU-WEI-b9b-8,724_ACL2ACR.0,0,,509.0947391598481
FC(F)(F)c1ccc(CC[C@@H]([NH+]2CCN(CC2)C(=O)CCl)[C@@H]2[C@@H]3[NH2+]C[C@H](CCNC(=O)C)[C@@H]3CCC2)cc1,PAU-WEI-b9b-9,725_ACL.0,0,,829.4581478566182
C[C@H]1C[C@@H](CNCNc2ccc(cn2)C=[NH2])C[C@@H](C[NH+]2CCN(CC2)C(=O)CCl)C1,MAK-UNK-af8-24,948_NIT.0,0,,396.4969190183146
CCNc1ncc(cc1CCC(=[NH2])N)C=[NH2],PET-SGC-9a4-1,1131_NIT.0,0,,1053.323535721016
C[C@H](C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)N(C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-1,1225_NCL2ACR.0,0,,683.1343234997114
C[C@H](Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-2,1226_NCL.0,0,,726.8903552463906
C[C@H](Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-2,1226_NCL2ACR.0,0,,781.6062311725461
C[NH2+][C@H]([C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C)c1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-3,1227_NCL.0,0,,797.1034545330763
C[NH2+][C@H]([C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC)c1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-3,1227_NCL2ACR.0,0,,539.8431160338449
C[NH2+]CC1=C[C@@]([C@H](C)N(C)C(=O)C2CCN(CC2)C(=O)C)(C(=C1)c1ccccc1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-4,1228_NCL.0,0,,984.2806474134622
C[NH2+]CC1=C[C@@]([C@H](C)N(C)C(=O)C2CCN(CC2)C(=O)CC)(C(=C1)c1ccccc1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-4,1228_NCL2ACR.0,0,,847.2452038320716
C[NH2+]Cc1cn(c(c1)c1ccccc1F)[S@](=O)(=C[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C)c1cccnc1,MAK-UNK-8fd-5,1229_NCL.0,0,,372.1811013612456
C[NH2+]Cc1cn(c(c1)c1ccccc1F)[S@](=O)(=C[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC)c1cccnc1,MAK-UNK-8fd-5,1229_NCL2ACR.0,0,,500.0076204046714
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cnccc1[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-6,1230_NCL.0,0,,716.358197582101
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cnccc1[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-6,1230_NCL2ACR.0,0,,846.0796644875702
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cncc(c1)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-7,1231_NCL.0,0,,787.2044455872234
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cncc(c1)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-7,1231_NCL2ACR.0,0,,571.5582718035544
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1ccc(nc1)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-8,1232_NCL.0,0,,780.6371119751731
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1ccc(nc1)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-8,1232_NCL2ACR.0,0,,291.3042494278268
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccc(c1)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-9,1233_NCL.0,0,,698.5778965684906
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccc(c1)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-9,1233_NCL2ACR.0,0,,483.5071487192674
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-10,1234_NCL.0,0,,358.1822608885984
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-10,1234_NCL2ACR.0,0,,398.56694743999657
C[NH2+]Cc1cn(c(c1)c1ccccc1C[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-11,1235_NCL.0,0,,759.4052444174907
C[NH2+]Cc1cn(c(c1)c1ccccc1C[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-11,1235_NCL2ACR.0,0,,478.20870899139885
C[NH2+]Cc1cn(c(c1)c1cccc([C@H](C)N(C)C(=O)C2CCN(CC2)C(=O)C)c1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-12,1236_NCL.0,0,,771.7995376214119
C[NH2+]Cc1cn(c(c1)c1cccc([C@H](C)N(C)C(=O)C2CCN(CC2)C(=O)CC)c1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-12,1236_NCL2ACR.0,0,,712.2599195822295
C[NH2+]Cc1cn(c(c1)c1ccc(cc1F)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-13,1237_NCL.0,0,,545.5632595889358
C[NH2+]Cc1cn(c(c1)c1ccc(cc1F)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-13,1237_NCL2ACR.0,0,,409.17396132531786
C[NH2+]Cc1cn(c(c1)c1cc(ccc1F)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-14,1238_NCL.0,0,,631.7643964730645
C[NH2+]Cc1cn(c(c1)c1cc(ccc1F)[C@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-14,1238_NCL2ACR.0,0,,702.3063911995425
C[NH2+]Cc1cn(c(c1)c1c(F)cccc1[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-15,1239_NCL.0,0,,737.1779614986979
C[NH2+]Cc1cn(c(c1)c1c(F)cccc1[C@@H](C)N(C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-15,1239_NCL2ACR.0,0,,729.4883990772157
CC(C)N(C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-16,1240_NCL2ACR.0,0,,438.0976199460485
CC(C)N([C@@H](C)Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-17,1241_NCL.0,0,,693.6569531462493
CC(C)N([C@@H](C)Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-17,1241_NCL2ACR.0,0,,865.4560566431484
C[NH2+]CC1=C[C@@](N(C(C)C)C(=O)C2CCN(CC2)C(=O)C)(C(=C1)c1ccccc1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-19,1243_NCL.0,0,,568.7174265081338
C[NH2+]CC1=C[C@@](N(C(C)C)C(=O)C2CCN(CC2)C(=O)CC)(C(=C1)c1ccccc1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-19,1243_NCL2ACR.0,0,,414.3857974754952
C[NH2+]Cc1cn(c(c1)c1ccccc1F)[S@](=O)(=CN(C(C)C)C(=O)C1CCN(CC1)C(=O)C)c1cccnc1,MAK-UNK-8fd-20,1244_NCL.0,0,,756.8872085997732
C[NH2+]Cc1cn(c(c1)c1ccccc1F)[S@](=O)(=CN(C(C)C)C(=O)C1CCN(CC1)C(=O)CC)c1cccnc1,MAK-UNK-8fd-20,1244_NCL2ACR.0,0,,753.4331322334771
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cnccc1N(C(C)C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-21,1245_NCL.0,0,,899.9832500128907
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cnccc1N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-21,1245_NCL2ACR.0,0,,662.7156732624171
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cncc(c1)N(C(C)C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-22,1246_NCL.0,0,,884.1083185307323
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cncc(c1)N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-22,1246_NCL2ACR.0,0,,645.1559561720646
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1ccc(nc1)N(C(C)C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-23,1247_NCL.0,0,,897.9934102644359
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1ccc(nc1)N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-23,1247_NCL2ACR.0,0,,635.4519965754911
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccc(c1)N(C(C)C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-24,1248_NCL.0,0,,776.091359516876
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccc(c1)N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-24,1248_NCL2ACR.0,0,,488.81044491265
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1N(C(C)C)C(=O)C1CCN(CC1)C(=O)C,MAK-UNK-8fd-25,1249_NCL.0,0,,773.5501333303305
C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-25,1249_NCL2ACR.0,0,,717.2043442963526
C[NH2+]Cc1cn(c(c1)c1ccccc1CN(C(C)C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-26,1250_NCL.0,0,,887.3439081883795
C[NH2+]Cc1cn(c(c1)c1ccccc1CN(C(C)C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-26,1250_NCL2ACR.0,0,,757.8513503859352
C[NH2+]Cc1cn(c(c1)c1cccc(N(C(C)C)C(=O)C2CCN(CC2)C(=O)C)c1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-27,1251_NCL.0,0,,907.9650979458794
C[NH2+]Cc1cn(c(c1)c1cccc(N(C(C)C)C(=O)C2CCN(CC2)C(=O)CC)c1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-27,1251_NCL2ACR.0,0,,980.0787481351033
C[NH2+]Cc1cn(c(c1)c1ccc(cc1F)N(C(C)C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-28,1252_NCL.0,0,,617.3738151886461
C[NH2+]Cc1cn(c(c1)c1ccc(cc1F)N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-28,1252_NCL2ACR.0,0,,498.14834210289916
C[NH2+]Cc1cn(c(c1)c1cc(ccc1F)N(C(C)C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-30,1254_NCL.0,0,,736.4289402055687
C[NH2+]Cc1cn(c(c1)c1cc(ccc1F)N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-30,1254_NCL2ACR.0,0,,498.8792617852416
C[NH2+]Cc1cn(c(c1)c1c(F)cccc1N(C(C)C)C(=O)C1CCN(CC1)C(=O)C)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-31,1255_NCL.0,0,,773.9046170840794
C[NH2+]Cc1cn(c(c1)c1c(F)cccc1N(C(C)C)C(=O)C1CCN(CC1)C(=O)CC)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-31,1255_NCL2ACR.0,0,,691.8323934641742
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)C[NH2+]Cc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1,MAK-UNK-8fd-33,1257_NCL.0,0,,1135.6671857491929
CC(C)[NH](C)/C(=C/NCc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)/C1CCN(CC1)C(=O)C,MAK-UNK-8fd-39,1263_NCL.0,0,,635.3136403576704
CC(C)[NH](C)/C(=C/NCc1cn(c(c1)c1ccccc1F)S(=O)(=O)c1cccnc1)/C1CCN(CC1)C(=O)CC,MAK-UNK-8fd-39,1263_NCL2ACR.0,0,,538.5718658871186
CCNc1ccc(Cl)cc1CN1CCN(CC1)C(=O)CC,KIM-UNI-7d1-1,1456_ACL2ACR.0,0,,1004.6967156080271
CCNc1ccc(Cl)cc1CN1CCN(CC1)C(=O)C,KIM-UNI-7d1-1,1456_ACL.0,7,"x0769,x0691,x1402,x0755,x1425,x0689,x1384",1753.7950057677454
CCNc1ccc(cc1CN1CCN(CC1)C(=O)C)C=[NH2],KIM-UNI-7d1-2,1457_NIT.0,0,,1061.8516163360594
CC(=O)N1CCN(Cc2cc(Cl)ccc2NC(=O)CC)CC1,KIM-UNI-7d1-3,1458_ACL2ACR.0,0,,975.5160285408588
CC(=O)N1CCN(Cc2cc(Cl)ccc2NC(=O)C)CC1,KIM-UNI-7d1-3,1458_ACL.0,0,,1235.223043535348
CCC(=O)N1CCN(CC1)[C@@H]1CCNc2ccc(Cl)cc12,KIM-UNI-7d1-4,1459_ACL2ACR.0,2,"x0691,x0755",1496.3838347236106
CC(=O)N1CCN(CC1)[C@@H]1CCNc2ccc(Cl)cc12,KIM-UNI-7d1-4,1459_ACL.0,3,"x0734,x1458,x0820",1874.9713416563031
CNc1ncc(cc1Oc1ccccc1)C=[NH2],LIZ-THE-702-1,1627_NIT.0,3,"x0734,x1412,x1336",2073.805189561448
CCNc1ncc(cc1Oc1ccccc1)C=[NH2],LIZ-THE-702-2,1628_NIT.0,0,,1620.220618987964
CCNc1ncc(cc1NC(=O)Nc1cccnc1)C=[NH2],JOR-UNI-61e-1,1753_NIT.0,0,,1221.3344635771373
C(=[NH2])c1cccc(c1)N(CN1CCOCC1)C(=O)Nc1cccnc1,JOR-UNI-61e-3,1755_NIT.0,0,,1598.7713746012112
CCNc1ncc(cc1N(CN1CCOCC1)C(=O)Nc1cccnc1)C=[NH2],JOR-UNI-61e-4,1756_NIT.0,0,,1144.6928796007774
OC1CCN(CN(C(=O)Nc2cccnc2)c2cc(ccc2)C=[NH2])CC1,JOR-UNI-61e-5,1757_NIT.0,0,,1499.3761488966709
CCNc1ncc(cc1N(CN1CCC(O)CC1)C(=O)Nc1cccnc1)C=[NH2],JOR-UNI-61e-6,1758_NIT.0,0,,1084.4897161782249
NC(=[NH2])CCN(C(=O)Nc1cccnc1)c1cccc(c1)C=[NH2],JOR-UNI-61e-7,1759_NIT.0,0,,1178.3070336672774
CCNc1ncc(cc1N(CCC(=[NH2])N)C(=O)Nc1cccnc1)C=[NH2],JOR-UNI-61e-8,1760_NIT.0,0,,1004.517642258096
C(=[NH2])c1cccc(c1)N(CCC1CC1)C(=O)Nc1cccnc1,JOR-UNI-61e-9,1761_NIT.0,0,,1226.4421892246908
C(=[NH2])c1cccc(c1)N(CCN1CCCOCC1)C(=O)Nc1cccnc1,JOR-UNI-61e-10,1762_NIT.0,0,,965.942898164738
CCNc1ncc(cc1N(CCN1CCCOCC1)C(=O)Nc1cccnc1)C=[NH2],JOR-UNI-61e-11,1763_NIT.0,0,,1153.5685805912765
C(=[NH2])c1cccc(c1)N(CN1CC[NH2+]CC1)C(=O)Nc1cccnc1,JOR-UNI-61e-12,1764_NIT.0,0,,1096.3477948270058
CCNc1ncc(cc1N(CN1CC[NH2+]CC1)C(=O)Nc1cccnc1)C=[NH2],JOR-UNI-61e-13,1765_NIT.0,0,,1100.686509910157
