SMILES,TITLE,dockvalent_id,number_of_overlapping_fragments,overlapping_fragments,overlap_score
CNC(=O)[C@H]([NH2+]CCNC(=O)C)c1cccc(C[NH+]2CCN(CC2)C(=O)CC)c1,MAK-UNK-9d4-1,1084_NCL2ACR.0,0,,890.2931243624652
CNC(=O)[C@H]([NH2+]CCNC(=O)CC)c1cccc(C[NH+]2CCN(CC2)C(=O)CCl)c1,MAK-UNK-9d4-1,1084_ACL2ACR.0,0,,372.903239419987
CNC(=O)[C@H]([NH2+]CCNC(=O)C)c1cccc(C[NH+]2CCN(CC2)C(=O)CCl)c1,MAK-UNK-9d4-1,1084_ACL.0,0,,847.6895644707445
CCC(=O)NCC[C@@H]1CCc2ccc3CCCc3c12,ANT-OPE-997-1,1136_ACL2ACR.0,0,,1179.2240364243492
CC(=O)NCC[C@@H]1CCc2ccc3CCCc3c12,ANT-OPE-997-1,1136_ACL.0,0,,1053.6438911620442
NS(=O)(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2c1,KEI-UNI-85a-1,1315_ACL.0,0,,1027.020616235493
NS(=O)(=O)c1ccc2c(ccc(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)CC)c2Br)c1,KEI-UNI-85a-2,1316_ACL2ACR.0,0,,1221.6511853377726
NS(=O)(=O)c1ccc2c(ccc(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)c2Br)c1,KEI-UNI-85a-2,1316_ACL.0,0,,1334.0939499791314
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)CC)ccc2cc(ccc12)S(=O)(=O)N,KEI-UNI-85a-3,1317_ACL2ACR.0,0,,1427.5840773700988
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)C)ccc2cc(ccc12)S(=O)(=O)N,KEI-UNI-85a-3,1317_ACL.0,0,,1238.076719032302
NC(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2c1,KEI-UNI-85a-4,1318_ACL.0,0,,1136.5255906350517
NS(=O)(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)CC)ccc2n1,KEI-UNI-85a-5,1319_ACL2ACR.0,0,,1134.7182816149345
NS(=O)(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-5,1319_ACL.0,0,,1169.9271966861784
NC(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-6,1320_ACL.0,0,,1551.3798365908588
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)CC)ccc2nc(ccc12)C(=O)N,KEI-UNI-85a-7,1321_ACL2ACR.0,0,,953.0907573756892
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)C)ccc2nc(ccc12)C(=O)N,KEI-UNI-85a-7,1321_ACL.0,0,,1028.6306769051919
NC(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)CC)ccc2n1,KEI-UNI-85a-8,1322_ACL2ACR.0,0,,1074.1704835810494
NC(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-8,1322_ACL.0,0,,1573.7410938083738
NS(=O)(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-9,1323_ACL.0,0,,1489.0783676409485
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)CC)ccc2nc(ccc12)S(=O)(=O)N,KEI-UNI-85a-10,1324_ACL2ACR.0,0,,835.061403808674
CCC(=O)NCCc1cccc2nccnc12,ANT-OPE-81f-1,1376_ACL2ACR.0,0,,795.9378892382186
CC(=O)NCCc1cccc2nccnc12,ANT-OPE-81f-1,1376_ACL.0,0,,2114.6710277267453
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)C,MAK-UNK-7d5-1,1455_NCL.0,0,,986.1558494512253
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CC,MAK-UNK-7d5-1,1455_NCL2ACR.0,0,,984.2876759793144
CCC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CCl,MAK-UNK-7d5-1,1455_ACL2ACR.0,0,,1336.1927763859185
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CCl,MAK-UNK-7d5-1,1455_ACL.0,0,,1170.335696066421
F[C@@H]1CC[C@@H]2[NH2+]C[C@H](C[NH2+]CC(=O)NC[C@H]3CC[C@@H](CN4CCN(CC4)C(=O)C)CC3)[C@@H]2C1,MAK-UNK-72b-1,1513_NCL.0,0,,963.8596145196831
F[C@H]1CC[C@H]2[NH2+]C[C@@H](C[NH2+]CC(=O)NC[C@H]3CC[C@@H](CN4CCN(CC4)C(=O)CC)CC3)[C@H]2C1,MAK-UNK-72b-1,1513_NCL2ACR.0,0,,660.1942952504562
CC[N@H+]1C[C@@H](CCNC(=O)CC)[C@H]2C[C@@H](CC[C@H]12)C#N,PET-SGC-708-1,1605_ACL2ACR.0,0,,723.3839652005904
CC[N@H+]1C[C@@H](CCNC(=O)C)[C@H]2C[C@@H](CC[C@H]12)C#N,PET-SGC-708-1,1605_ACL.0,0,,557.8459762163711
CC[N@H+]1C[C@@H](CCNC(=O)C)[C@H]2C[C@@H](CC[C@@H]12)C=[NH2],PET-SGC-708-1,1605_NIT.0,0,,1910.7046230302255
C[C@](CO)(CO[C@@H]1C[NH2+][C@@H]2CC[C@H](F)C[C@@H]12)C[C@H]1CCC[C@H](CN2CCN(CC2)C(=O)C)C1,MAK-UNK-69e-1,1678_NCL.0,0,,524.6443375181703
C[C@](CO)(CO[C@@H]1C[NH2+][C@H]2CC[C@@H](F)C[C@@H]12)C[C@@H]1CCC[C@H](CN2CCN(CC2)C(=O)CC)C1,MAK-UNK-69e-1,1678_NCL2ACR.0,0,,961.222344387166
COc1ccc2NC(=O)[C@H](CCNC(=O)CC)c2c1,JOH-MEM-5e3-1,1826_ACL2ACR.0,0,,1396.5803340609934
COc1ccc2NC(=O)[C@H](CCNC(=O)C)c2c1,JOH-MEM-5e3-1,1826_ACL.0,0,,1290.5616860828136
CO[C@H]1CC[C@H]2[N@H+](C[C@@H](CCNC(=O)CC)[C@H]2C1)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,JOH-MEM-5e3-3,1828_ACL2ACR.0,0,,1183.2744877668974
CO[C@H]1CC[C@H]2[N@H+](C[C@@H](CCNC(=O)C)[C@H]2C1)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,JOH-MEM-5e3-3,1828_ACL.0,0,,410.28758488729835
CO[C@@H]1CC[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)CC)[C@@H]2C1,JOH-MEM-5e3-4,1829_ACL2ACR.0,0,,783.6839612864685
CO[C@@H]1CC[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)C)[C@@H]2C1,JOH-MEM-5e3-4,1829_ACL.0,0,,1313.984120612868
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[C@@H]3[NH2+][C@H]4[C@H](CCN4C(=O)CC)[C@@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MEM-5e3-5,1830_ACL2ACR.0,0,,891.4073928917779
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[C@@H]3[NH2+][C@H]4[C@H](CCN4C(=O)C)[C@@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MEM-5e3-5,1830_ACL.0,0,,962.0715586857037
CO[C@@H]1[C@@H](O)C[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)CC)[C@@H]2C1,JOH-MEM-5e3-6,1831_ACL2ACR.0,0,,787.5476390866249
CO[C@@H]1[C@H](O)C[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)C)[C@@H]2C1,JOH-MEM-5e3-6,1831_ACL.0,0,,1029.7112302311893
CO[C@H]1[C@@H](O)C[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2[C@H]1O,JOH-MEM-5e3-8,1833_ACL2ACR.0,0,,581.575769380931
CO[C@H]1[C@@H](O)C[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2[C@H]1O,JOH-MEM-5e3-8,1833_ACL.0,0,,913.0231031695836
F[C@H]1C[C@@H](C[C@@H]2CCC[C@@H](C2)[C@H]2N[NH2+]CC2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-1,2017_ACL2ACR.0,0,,434.49093353484415
F[C@H]1C[C@@H](C[C@@H]2CCC[C@H](C2)[C@@H]2N[NH2+]CC2)[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-1,2017_ACL.0,0,,342.9350693484117
F[C@H]1C[C@@H](C[C@@H]2N[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-3,2019_ACL2ACR.0,0,,1272.3225228772772
F[C@@H]1C[C@H](C[C@@H]2N[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-3,2019_ACL.0,0,,445.64326396998786
F[C@@H]1C[C@H](CN[C@H]2CC[C@H]3CNC(=O)[C@@H]3C2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-4,2020_ACL2ACR.0,0,,463.12434319733217
F[C@H]1C[C@@H](CN[C@@H]2CC[C@@H]3CNC(=O)[C@@H]3C2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-4,2020_ACL.0,0,,333.57132063618127
F[C@H]1C[C@H]([C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C1)[C@H]1CCC[C@H](C1)[C@@H]1N[NH2+]CC1,GAB-REV-4a4-5,2021_ACL2ACR.0,0,,931.6258182655394
F[C@H]1C[C@H]([C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1)[C@@H]1CCC[C@H](C1)[C@H]1N[NH2+]CC1,GAB-REV-4a4-5,2021_ACL.0,0,,406.45437293351705
COc1cc(OC)cc(N[C@H]2[C@@H]3[NH2+]C[C@H](CCNC(=O)CC)[C@@H]3C[C@@H](F)C2)c1,GAB-REV-4a4-6,2022_ACL2ACR.0,0,,584.9306644099395
COc1cc(OC)cc(N[C@H]2[C@@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@@H](F)C2)c1,GAB-REV-4a4-6,2022_ACL.0,0,,531.9794465278928
F[C@@H]1C[C@H](O[C@@H]2CC[C@@H]3NCCC[C@H]3C2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-7,2023_ACL2ACR.0,0,,673.6269046800468
F[C@@H]1C[C@H](O[C@@H]2CC[C@@H]3NCCC[C@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-7,2023_ACL.0,0,,436.954752644197
COc1ccc(C[C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)CC)[C@H]3C[C@H](F)C2)cc1OC,GAB-REV-4a4-8,2024_ACL2ACR.0,0,,715.7612352697812
COc1ccc(C[C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@H](F)C2)cc1OC,GAB-REV-4a4-8,2024_ACL.0,0,,412.0735074576091
F[C@@H]1C[C@H](O[C@@H]2C[C@@H]3N[NH2+]C[C@@H]3CC2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-9,2025_ACL2ACR.0,0,,1048.5994109581695
F[C@H]1C[C@@H](O[C@@H]2C[C@@H]3N[NH2+]C[C@@H]3CC2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-9,2025_ACL.0,0,,458.2202787486014
F[C@H]1C[C@@H](N[C@H]2CC[C@H]3NCCC[C@@H]3C2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-11,2027_ACL2ACR.0,0,,523.0556744264925
F[C@H]1C[C@@H](N[C@@H]2CC[C@@H]3NCCC[C@@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-11,2027_ACL.0,0,,427.6941201682225
F[C@H]1C[C@@H](NS(=O)(=O)C[C@H]2C[C@@H]3C[NH2+]N[C@H]3CC2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-12,2028_ACL2ACR.0,0,,487.63825228762846
F[C@H]1C[C@H](NC[C@@H]2CCCC[C@@H]2C#N)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-13,2029_ACL2ACR.0,0,,1491.052894925922
F[C@@H]1C[C@@H](NC[C@H]2CCCC[C@H]2C#N)[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-13,2029_ACL.0,0,,463.76392625725265
CC(=O)NCC[C@@H]1C[NH2+][C@@H]2[C@@H](NC[C@@H]3CCCC[C@@H]3C=[NH2])C[C@H](F)C[C@H]12,GAB-REV-4a4-13,2029_NIT.0,0,,1291.3285494490422
CC(=O)Nc1ccc(N[C@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)CC)[C@H]3C[C@@H](F)C2)cc1,GAB-REV-4a4-14,2030_ACL2ACR.0,0,,1067.3826344460003
CC(=O)Nc1ccc(N[C@H]2[C@@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@@H](F)C2)cc1,GAB-REV-4a4-14,2030_ACL.0,0,,445.84198467722604
F[C@@H]1C[C@@H](CN[C@@H]2C[C@@H]3CCCC[C@@H]3[NH2+]2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-15,2031_ACL2ACR.0,0,,987.5596682407415
F[C@@H]1C[C@H](CN[C@@H]2C[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-15,2031_ACL.0,0,,410.3694497718081
F[C@@H]1C[C@H](NC[C@H]2N[C@H]3CCCC[C@H]3O2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-16,2032_ACL2ACR.0,0,,888.369092977923
F[C@H]1C[C@@H](NC[C@@H]2N[C@H]3CCCC[C@@H]3O2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-16,2032_ACL.0,0,,381.531538899701
CN(Cc1cc2c[nH]nc2cc1)[C@H]1[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C[C@H](F)C1,GAB-REV-4a4-17,2033_ACL2ACR.0,0,,516.652005859924
CN(Cc1cc2c[nH]nc2cc1)[C@H]1[C@H]2[NH2+]C[C@H](CCNC(=O)C)[C@H]2C[C@H](F)C1,GAB-REV-4a4-17,2033_ACL.0,0,,707.5036672349731
F[C@@H]1C[C@H](N[C@@H]2N[C@@H]3CCCC[C@@H]3O2)[C@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-18,2034_ACL2ACR.0,0,,507.22473738462685
F[C@H]1C[C@@H](N[C@@H]2N[C@@H]3CCCC[C@H]3O2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-18,2034_ACL.0,0,,501.90941157669374
CN([C@H]1[C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C[C@@H](F)C1)[C@H]1C[C@@H]2[C@@H](OCO2)C[C@H]1Cl,GAB-REV-4a4-19,2035_ACL2ACR.0,0,,833.3735224400493
CN([C@@H]1[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C[C@H](F)C1)[C@H]1C[C@@H]2[C@@H](OCO2)C[C@H]1Cl,GAB-REV-4a4-19,2035_ACL.0,0,,378.14532335999763
F[C@H]1C[C@@H](NC[C@H]2CC[C@H]3[NH2+]CN[C@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-20,2036_ACL.0,0,,870.1576979024126
F[C@H]1C[C@@H](NCC2NCCCN2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-21,2037_ACL2ACR.0,0,,1021.9365323140944
F[C@H]1C[C@@H](NCC2NCCCN2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-21,2037_ACL.0,0,,1224.3008057758784
CO[C@@H]1CCC[C@@H](C1)Oc1cccc(CN2CCN(CC2)C(=O)C)c1,MAK-UNK-3c3-1,2117_NCL.0,0,,1133.1975375465006
CO[C@@H]1CCC[C@@H](C1)Oc1cccc(CN2CCN(CC2)C(=O)CC)c1,MAK-UNK-3c3-1,2117_NCL2ACR.0,0,,912.4084954609258
CO[C@H]1CC[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,JOH-MSK-35a-1,2201_ACL2ACR.0,0,,977.3450041317543
CO[C@H]1CC[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,JOH-MSK-35a-1,2201_ACL.0,1,x1392,2079.14552723228
CC(=O)N1C[C@@H]([C@@H]2[C@@H]3[NH2+]C[C@H](CCNC(=O)CC)[C@@H]3C[C@@H](C2)C#N)[C@@H]2CCCC[C@@H]2C1,JOH-MSK-2d8-1,2287_ACL2ACR.0,0,,961.7714543581056
CC(=O)N1C[C@@H]([C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@H](C2)C#N)[C@@H]2CCCC[C@@H]2C1,JOH-MSK-2d8-1,2287_ACL.0,0,,1192.6918988274456
CC(=O)NCC[C@H]1C[NH2+][C@H]2[C@@H](C[C@H](C[C@H]12)C=[NH2])[C@H]1CN(C[C@@H]2CCCC[C@H]12)C(=O)C,JOH-MSK-2d8-1,2287_NIT.0,0,,1387.9163780055335
C(=[NH2])c1cccc(NC(=O)Nc2cccnc2)c1,ANN-UNI-263-4,2336_NIT.0,0,,1552.3577136045055
C(=[NH2])c1cccc(CC(=O)Nc2cccnc2)c1,ANN-UNI-263-5,2337_NIT.0,0,,1187.1074979172295
COc1cccc(NC(=O)Nc2cccc(c2)C=[NH2])c1,ANN-UNI-263-6,2338_NIT.0,0,,1331.8615466394785
C(=[NH2])c1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23a-1,2354_NIT.0,1,x1336,1849.9928684024414
C(=[NH2])c1cncc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23a-2,2355_NIT.0,1,x1458,1674.6468214363033
Nc1cc(CC(=O)Nc2cc(ccc2)C=[NH2])cnc1,DAR-DIA-23a-3,2356_NIT.0,1,x0734,1579.314883387407
C(=[NH2])c1cccc(NC(=O)Cc2cccnc2)c1,DAR-DIA-23a-4,2357_NIT.0,3,"x1334,x1412,x1336",1805.9093474679114
Nc1cc(NC(=O)Nc2cc(ccc2)C=[NH2])cnc1,DAR-DIA-23a-8,2361_NIT.0,2,"x1358,x1351",1397.2689117808484
C(=[NH2])c1cccc(NC(=O)Nc2c[nH]c3ncccc23)c1,DAR-DIA-23a-11,2364_NIT.0,0,,1621.9779259969782
C(=[NH2])c1cccc(NC(=O)Cc2cncc3ncccc23)c1,DAR-DIA-23a-18,2371_NIT.0,0,,1668.8819942020534
C(=[NH2])c1cccc(NC(=O)Cc2cncc3ccccc23)c1,DAR-DIA-23a-19,2372_NIT.0,1,x0689,1752.3645445888824
CCNc1ncc(cc1CC(=O)Nc1cnccc1C)C=[NH2],TRY-UNI-1fd-1,2397_NIT.0,0,,1469.138772998819
CCNc1ncc(cc1NC(=O)Nc1cnccc1C)C=[NH2],TRY-UNI-1fd-2,2398_NIT.0,0,,1934.7359079428227
C(=[NH2])c1cccc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd-6,2402_NIT.0,0,,1614.4702070908932
C(=[NH2])c1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd-8,2404_NIT.0,0,,1446.051703999374
C(=[NH2])c1ccnc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd-10,2406_NIT.0,0,,1699.7368984788482
Cc1ccncc1NC(=O)C[C@@H]1[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C[C@@H](F)C1,PET-SGC-1c3-1,2474_ACL2ACR.0,0,,1135.930916985395
Cc1ccncc1NC(=O)C[C@@H]1[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C[C@H](F)C1,PET-SGC-1c3-1,2474_ACL.0,0,,1489.5297247594738
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)C,MAK-UNK-176-1,2494_NCL.0,0,,986.1558494512253
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)CC,MAK-UNK-176-1,2494_NCL2ACR.0,0,,984.2876759793144
CCC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)CCl,MAK-UNK-176-1,2494_ACL2ACR.0,0,,1336.1927763859185
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)CCl,MAK-UNK-176-1,2494_ACL.0,0,,1170.335696066421
CNC(=O)[C@H](NCCNC(=O)C)c1cccc(CN2CCN(CC2)C(=O)C)c1,MAK-UNK-176-2,2495_NCL.0,0,,1029.3680000015572
CNC(=O)[C@H](NCCNC(=O)CC)c1cccc(CN2CCN(CC2)C(=O)CCl)c1,MAK-UNK-176-2,2495_ACL2ACR.0,0,,1011.3267591164991
CNC(=O)[C@H](NCCNC(=O)C)c1cccc(CN2CCN(CC2)C(=O)CCl)c1,MAK-UNK-176-2,2495_ACL.0,0,,1258.8634042331994
F[C@@H]1CC[C@H]2[NH2+]C[C@@H](NCCC[C@H]3C[C@@H](CN4CCN(CC4)C(=O)C)CCC3)[C@H]2C1,MAK-UNK-176-7,2500_NCL.0,0,,528.4787249299601
F[C@H]1CC[C@@H]2[NH2+]C[C@H](NCCC[C@@H]3C[C@@H](CN4CCN(CC4)C(=O)CC)CCC3)[C@H]2C1,MAK-UNK-176-7,2500_NCL2ACR.0,0,,960.1906292879803
C(=N)c1ccc(NC(=O)Nc2cccnc2)cc1,JOH-UNK-14e-1,2503_NIT.0,0,,1098.7922093932177
COc1ccc(cc1)N1NN[C@@H](CN2CCN(CC2)C(=O)CC)C1,JOH-UNK-14e-7,2509_ACL2ACR.0,0,,1251.1839331199749
COc1ccc(cc1)N1NN[C@H](CN2CCN(CC2)C(=O)C)C1,JOH-UNK-14e-7,2509_ACL.0,0,,764.6912738582968
COc1cccc(c1)N1NN[C@H](CN2CCN(CC2)C(=O)CC)C1,JOH-UNK-14e-8,2510_ACL2ACR.0,0,,464.6919592752726
F[C@@H]1CC[C@@H]2[NH2+]C[C@H]([C@H](CNC(=O)CC)N3CCN(CC3)C(=O)C[C@@H]3C[NH2+][C@@H]4NCCC[C@H]34)[C@@H]2C1,MAK-UNK-105-1,2576_ACL2ACR.0,0,,1412.205456054687
F[C@H]1CC[C@H]2[NH2+]C[C@@H]([C@H](CNC(=O)C)N3CCN(CC3)C(=O)C[C@H]3C[NH2+][C@H]4NCCC[C@@H]34)[C@H]2C1,MAK-UNK-105-1,2576_ACL.0,0,,788.8618023358789
F[C@@H]1CC[C@@H]2[NH2+]C[C@H](C[C@H](NC(=O)CC)N3CCN(CC3)C(=O)C[C@@H]3C[NH2+][C@H]4NCCC[C@@H]34)[C@@H]2C1,MAK-UNK-105-2,2577_ACL2ACR.0,0,,997.3684113140024
F[C@H]1CC[C@H]2[NH2+]C[C@@H](C[C@H](NC(=O)C)N3CCN(CC3)C(=O)C[C@H]3C[NH2+][C@H]4NCCC[C@@H]34)[C@H]2C1,MAK-UNK-105-2,2577_ACL.0,0,,1129.509194459184
F[C@H]1CC[C@H]2[NH2+][C@H](N3CCN(CC3)C(=O)C[C@@H]3C[NH2+][C@H]4NCCC[C@@H]34)[C@H](CCNC(=O)CC)[C@@H]2C1,MAK-UNK-105-10,2585_ACL2ACR.0,0,,848.2731122495204
F[C@H]1CC[C@H]2[NH2+][C@@H](N3CCN(CC3)C(=O)C[C@H]3C[NH2+][C@H]4NCCC[C@@H]34)[C@@H](CCNC(=O)C)[C@H]2C1,MAK-UNK-105-10,2585_ACL.0,0,,789.4211195360311
F[C@H]1CC[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2[C@H]1N1CCN(CC1)C(=O)C[C@H]1C[NH2+][C@H]2NCCC[C@@H]12,MAK-UNK-105-11,2586_ACL2ACR.0,0,,661.1565788704903
F[C@H]1CC[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2[C@H]1N1CCN(CC1)C(=O)C[C@@H]1C[NH2+][C@@H]2NCCC[C@H]12,MAK-UNK-105-11,2586_ACL.0,0,,1008.2547546371285
F[C@H]1C[C@@H](N2CCN(CC2)C(=O)C[C@@H]2C[NH2+][C@@H]3NCCC[C@H]23)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,MAK-UNK-105-12,2587_ACL2ACR.0,0,,864.8660722000807
F[C@H]1C[C@H](N2CCN(CC2)C(=O)C[C@H]2C[NH2+][C@H]3NCCC[C@@H]23)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,MAK-UNK-105-12,2587_ACL.0,0,,938.0214005787476
F[C@H]1[C@H](C[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1)N1CCN(CC1)C(=O)C[C@H]1C[NH2+][C@@H]2NCCC[C@H]12,MAK-UNK-105-13,2588_ACL2ACR.0,0,,840.1803630676284
F[C@@H]1[C@H](C[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1)N1CCN(CC1)C(=O)C[C@@H]1C[NH2+][C@H]2NCCC[C@@H]12,MAK-UNK-105-13,2588_ACL.0,0,,929.1553709910677
Cc1cccc(NC2CCN(CC2)C(=O)C)c1,NIR-THE-0d6-1,2601_NCL.0,2,"x0734,x1380",1759.5526670340394
Cc1cccc(NC2CCN(CC2)C(=O)CC)c1,NIR-THE-0d6-1,2601_NCL2ACR.0,0,,1708.9832722325827
CC(=O)NCC[C@@H]1C[NH2+][C@@H]2[C@@H](CC3CCN(CC3)C(=O)C)C[C@H](F)C[C@H]12,NIR-THE-0d6-2,2602_NCL.0,0,,1396.7023214886374
CC(=O)NCC[C@H]1C[NH2+][C@@H]2[C@@H](CC3CCN(CC3)C(=O)CC)C[C@@H](F)C[C@H]12,NIR-THE-0d6-2,2602_NCL2ACR.0,0,,1151.885021182948
F[C@H]1C[C@H](CC2CCN(CC2)C(=O)CCl)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,NIR-THE-0d6-2,2602_ACL2ACR.0,0,,1157.1575974516538
