SMILES,TITLE,dockvalent_id,number_of_overlapping_fragments,overlapping_fragments,overlap_score,scaffold,scaffold_generic
NC(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)CC)ccc2n1,KEI-UNI-85a-8,1322_ACL2ACR.0,0,,1074.1704835810494,c1cncc(C2CNCCN(Cc3ccc4ncccc4c3)C2)c1,C1CCC(C2CCCCC(CC3CCC4CCCCC4C3)C2)CC1
NC(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-8,1322_ACL.0,0,,1573.7410938083738,c1cncc(C2CNCCN(Cc3ccc4ncccc4c3)C2)c1,C1CCC(C2CCCCC(CC3CCC4CCCCC4C3)C2)CC1
NS(=O)(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-9,1323_ACL.0,0,,1489.0783676409485,c1cncc(C2CNCCN(Cc3ccc4ncccc4c3)C2)c1,C1CCC(C2CCCCC(CC3CCC4CCCCC4C3)C2)CC1
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)CC)ccc2nc(ccc12)S(=O)(=O)N,KEI-UNI-85a-10,1324_ACL2ACR.0,0,,835.061403808674,c1cncc(C2CNCC[NH+](Cc3ccc4ncccc4c3)C2)c1,C1CCC(C2CCCCC(CC3CCC4CCCCC4C3)C2)CC1
CCC(=O)NCCc1cccc2nccnc12,ANT-OPE-81f-1,1376_ACL2ACR.0,0,,795.9378892382186,c1ccc2nccnc2c1,C1CCC2CCCCC2C1
CC(=O)NCCc1cccc2nccnc12,ANT-OPE-81f-1,1376_ACL.0,0,,2114.6710277267453,c1ccc2nccnc2c1,C1CCC2CCCCC2C1
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)C,MAK-UNK-7d5-1,1455_NCL.0,0,,986.1558494512253,C1C[NH2+]CCN1,C1CCCCC1
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CC,MAK-UNK-7d5-1,1455_NCL2ACR.0,0,,984.2876759793144,C1C[NH2+]CCN1,C1CCCCC1
CCC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CCl,MAK-UNK-7d5-1,1455_ACL2ACR.0,0,,1336.1927763859185,C1C[NH2+]CCN1,C1CCCCC1
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CCl,MAK-UNK-7d5-1,1455_ACL.0,0,,1170.335696066421,C1C[NH2+]CCN1,C1CCCCC1
F[C@@H]1CC[C@@H]2[NH2+]C[C@H](C[NH2+]CC(=O)NC[C@H]3CC[C@@H](CN4CCN(CC4)C(=O)C)CC3)[C@@H]2C1,MAK-UNK-72b-1,1513_NCL.0,0,,963.8596145196832,O=C(C[NH2+]CC1C[NH2+]C2CCCCC12)NCC1CCC(CN2CCNCC2)CC1,CC(CCCC1CCC2CCCCC21)CCC1CCC(CC2CCCCC2)CC1
F[C@H]1CC[C@H]2[NH2+]C[C@@H](C[NH2+]CC(=O)NC[C@H]3CC[C@@H](CN4CCN(CC4)C(=O)CC)CC3)[C@H]2C1,MAK-UNK-72b-1,1513_NCL2ACR.0,0,,660.1942952504562,O=C(C[NH2+]CC1C[NH2+]C2CCCCC12)NCC1CCC(CN2CCNCC2)CC1,CC(CCCC1CCC2CCCCC21)CCC1CCC(CC2CCCCC2)CC1
CC[N@H+]1C[C@@H](CCNC(=O)CC)[C@H]2C[C@@H](CC[C@H]12)C#N,PET-SGC-708-1,1605_ACL2ACR.0,0,,723.3839652005904,C1CCC2[NH2+]CCC2C1,C1CCC2CCCC2C1
CC[N@H+]1C[C@@H](CCNC(=O)C)[C@H]2C[C@@H](CC[C@H]12)C#N,PET-SGC-708-1,1605_ACL.0,0,,557.8459762163711,C1CCC2[NH2+]CCC2C1,C1CCC2CCCC2C1
C[C@](CO)(CO[C@@H]1C[NH2+][C@@H]2CC[C@H](F)C[C@@H]12)C[C@H]1CCC[C@H](CN2CCN(CC2)C(=O)C)C1,MAK-UNK-69e-1,1678_NCL.0,0,,524.6443375181703,C(COC1C[NH2+]C2CCCCC21)CC1CCCC(CN2CCNCC2)C1,C1CCC(CC2CCCC(CCCCC3CCC4CCCCC34)C2)CC1
C[C@](CO)(CO[C@@H]1C[NH2+][C@H]2CC[C@@H](F)C[C@@H]12)C[C@@H]1CCC[C@H](CN2CCN(CC2)C(=O)CC)C1,MAK-UNK-69e-1,1678_NCL2ACR.0,0,,961.222344387166,C(COC1C[NH2+]C2CCCCC21)CC1CCCC(CN2CCNCC2)C1,C1CCC(CC2CCCC(CCCCC3CCC4CCCCC34)C2)CC1
COc1ccc2NC(=O)[C@H](CCNC(=O)CC)c2c1,JOH-MEM-5e3-1,1826_ACL2ACR.0,0,,1396.5803340609937,O=C1Cc2ccccc2N1,CC1CC2CCCCC2C1
COc1ccc2NC(=O)[C@H](CCNC(=O)C)c2c1,JOH-MEM-5e3-1,1826_ACL.0,0,,1290.5616860828136,O=C1Cc2ccccc2N1,CC1CC2CCCCC2C1
CO[C@H]1CC[C@H]2[N@H+](C[C@@H](CCNC(=O)CC)[C@H]2C1)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,JOH-MEM-5e3-3,1828_ACL2ACR.0,0,,1183.2744877668974,C1CCC([NH+]2CCC3CCCCC32)OC1,C1CCC(C2CCC3CCCCC32)CC1
CO[C@H]1CC[C@H]2[N@H+](C[C@@H](CCNC(=O)C)[C@H]2C1)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,JOH-MEM-5e3-3,1828_ACL.0,0,,410.28758488729835,C1CCC([NH+]2CCC3CCCCC32)OC1,C1CCC(C2CCC3CCCCC32)CC1
CO[C@@H]1CC[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)CC)[C@@H]2C1,JOH-MEM-5e3-4,1829_ACL2ACR.0,0,,783.6839612864685,C1CCC2C(C1)[NH2+]C1NCCC12,C1CCC2C(C1)CC1CCCC12
CO[C@@H]1CC[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)C)[C@@H]2C1,JOH-MEM-5e3-4,1829_ACL.0,0,,1313.984120612868,C1CCC2C(C1)[NH2+]C1NCCC12,C1CCC2C(C1)CC1CCCC12
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[C@@H]3[NH2+][C@H]4[C@H](CCN4C(=O)CC)[C@@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MEM-5e3-5,1830_ACL2ACR.0,0,,891.4073928917778,C1CCC(OC2CCC3[NH2+]C4NCCC4C3C2)OC1,C1CCC(CC2CCC3CC4CCCC4C3C2)CC1
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[C@@H]3[NH2+][C@H]4[C@H](CCN4C(=O)C)[C@@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MEM-5e3-5,1830_ACL.0,0,,962.0715586857036,C1CCC(OC2CCC3[NH2+]C4NCCC4C3C2)OC1,C1CCC(CC2CCC3CC4CCCC4C3C2)CC1
CO[C@@H]1[C@@H](O)C[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)CC)[C@@H]2C1,JOH-MEM-5e3-6,1831_ACL2ACR.0,0,,787.5476390866249,C1CCC2C(C1)[NH2+]C1NCCC12,C1CCC2C(C1)CC1CCCC12
CO[C@@H]1[C@H](O)C[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)C)[C@@H]2C1,JOH-MEM-5e3-6,1831_ACL.0,0,,1029.7112302311893,C1CCC2C(C1)[NH2+]C1NCCC12,C1CCC2C(C1)CC1CCCC12
CO[C@H]1[C@@H](O)C[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2[C@H]1O,JOH-MEM-5e3-8,1833_ACL2ACR.0,0,,581.575769380931,C1CCC2[NH2+]CCC2C1,C1CCC2CCCC2C1
CO[C@H]1[C@@H](O)C[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2[C@H]1O,JOH-MEM-5e3-8,1833_ACL.0,0,,913.0231031695836,C1CCC2[NH2+]CCC2C1,C1CCC2CCCC2C1
F[C@H]1C[C@@H](C[C@@H]2CCC[C@@H](C2)[C@H]2N[NH2+]CC2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-1,2017_ACL2ACR.0,0,,434.4909335348442,C1CC(CC2CCCC3CC[NH2+]C32)CC(C2CC[NH2+]N2)C1,C1CCC(C2CCCC(CC3CCCC4CCCC43)C2)C1
F[C@H]1C[C@@H](C[C@@H]2CCC[C@H](C2)[C@@H]2N[NH2+]CC2)[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-1,2017_ACL.0,0,,342.9350693484117,C1CC(CC2CCCC3CC[NH2+]C32)CC(C2CC[NH2+]N2)C1,C1CCC(C2CCCC(CC3CCCC4CCCC43)C2)C1
F[C@H]1C[C@@H](C[C@@H]2N[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-3,2019_ACL2ACR.0,0,,1272.3225228772772,C1CC2CC[NH2+]C2C(CC2NC3CCCCC3[NH2+]2)C1,C1CCC2CC(CC3CCCC4CCCC43)CC2C1
F[C@@H]1C[C@H](C[C@@H]2N[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-3,2019_ACL.0,0,,445.64326396998797,C1CC2CC[NH2+]C2C(CC2NC3CCCCC3[NH2+]2)C1,C1CCC2CC(CC3CCCC4CCCC43)CC2C1
F[C@@H]1C[C@H](CN[C@H]2CC[C@H]3CNC(=O)[C@@H]3C2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-4,2020_ACL2ACR.0,0,,463.12434319733217,O=C1NCC2CCC(NCC3CCCC4CC[NH2+]C43)CC12,CC1CCC2CCC(CCC3CCCC4CCCC43)CC12
F[C@H]1C[C@@H](CN[C@@H]2CC[C@@H]3CNC(=O)[C@@H]3C2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-4,2020_ACL.0,0,,333.57132063618127,O=C1NCC2CCC(NCC3CCCC4CC[NH2+]C43)CC12,CC1CCC2CCC(CCC3CCCC4CCCC43)CC12
F[C@H]1C[C@H]([C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C1)[C@H]1CCC[C@H](C1)[C@@H]1N[NH2+]CC1,GAB-REV-4a4-5,2021_ACL2ACR.0,0,,931.6258182655394,C1CC(C2CC[NH2+]N2)CC(C2CCCC3CC[NH2+]C32)C1,C1CCC(C2CCCC(C3CCCC4CCCC43)C2)C1
F[C@H]1C[C@H]([C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1)[C@@H]1CCC[C@H](C1)[C@H]1N[NH2+]CC1,GAB-REV-4a4-5,2021_ACL.0,0,,406.45437293351705,C1CC(C2CC[NH2+]N2)CC(C2CCCC3CC[NH2+]C32)C1,C1CCC(C2CCCC(C3CCCC4CCCC43)C2)C1
COc1cc(OC)cc(N[C@H]2[C@@H]3[NH2+]C[C@H](CCNC(=O)CC)[C@@H]3C[C@@H](F)C2)c1,GAB-REV-4a4-6,2022_ACL2ACR.0,0,,584.9306644099395,c1ccc(NC2CCCC3CC[NH2+]C32)cc1,C1CCC(CC2CCCC3CCCC32)CC1
COc1cc(OC)cc(N[C@H]2[C@@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@@H](F)C2)c1,GAB-REV-4a4-6,2022_ACL.0,0,,531.9794465278928,c1ccc(NC2CCCC3CC[NH2+]C32)cc1,C1CCC(CC2CCCC3CCCC32)CC1
F[C@@H]1C[C@H](O[C@@H]2CC[C@@H]3NCCC[C@H]3C2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-7,2023_ACL2ACR.0,0,,673.6269046800468,C1CNC2CCC(OC3CCCC4CC[NH2+]C43)CC2C1,C1CCC2CC(CC3CCCC4CCCC43)CCC2C1
F[C@@H]1C[C@H](O[C@@H]2CC[C@@H]3NCCC[C@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-7,2023_ACL.0,0,,436.954752644197,C1CNC2CCC(OC3CCCC4CC[NH2+]C43)CC2C1,C1CCC2CC(CC3CCCC4CCCC43)CCC2C1
COc1ccc(C[C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)CC)[C@H]3C[C@H](F)C2)cc1OC,GAB-REV-4a4-8,2024_ACL2ACR.0,0,,715.7612352697812,c1ccc(CC2CCCC3CC[NH2+]C32)cc1,C1CCC(CC2CCCC3CCCC32)CC1
COc1ccc(C[C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@H](F)C2)cc1OC,GAB-REV-4a4-8,2024_ACL.0,0,,412.0735074576091,c1ccc(CC2CCCC3CC[NH2+]C32)cc1,C1CCC(CC2CCCC3CCCC32)CC1
F[C@@H]1C[C@H](O[C@@H]2C[C@@H]3N[NH2+]C[C@@H]3CC2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-9,2025_ACL2ACR.0,0,,1048.5994109581695,C1CC2CC[NH2+]C2C(OC2CCC3C[NH2+]NC3C2)C1,C1CC2CCC(CC3CCCC4CCCC43)CC2C1
F[C@H]1C[C@@H](O[C@@H]2C[C@@H]3N[NH2+]C[C@@H]3CC2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-9,2025_ACL.0,0,,458.2202787486014,C1CC2CC[NH2+]C2C(OC2CCC3C[NH2+]NC3C2)C1,C1CC2CCC(CC3CCCC4CCCC43)CC2C1
F[C@H]1C[C@@H](N[C@H]2CC[C@H]3NCCC[C@@H]3C2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-11,2027_ACL2ACR.0,0,,523.0556744264925,C1CNC2CCC(NC3CCCC4CC[NH2+]C43)CC2C1,C1CCC2CC(CC3CCCC4CCCC43)CCC2C1
F[C@H]1C[C@@H](N[C@@H]2CC[C@@H]3NCCC[C@@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-11,2027_ACL.0,0,,427.6941201682225,C1CNC2CCC(NC3CCCC4CC[NH2+]C43)CC2C1,C1CCC2CC(CC3CCCC4CCCC43)CCC2C1
F[C@H]1C[C@@H](NS(=O)(=O)C[C@H]2C[C@@H]3C[NH2+]N[C@H]3CC2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-12,2028_ACL2ACR.0,0,,487.63825228762846,O=S(=O)(CC1CCC2N[NH2+]CC2C1)NC1CCCC2CC[NH2+]C21,CC(C)(CC1CCC2CCCC2C1)CC1CCCC2CCCC21
F[C@H]1C[C@H](NC[C@@H]2CCCC[C@@H]2C#N)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-13,2029_ACL2ACR.0,0,,1491.052894925922,C1CCC(CNC2CCCC3CC[NH2+]C32)CC1,C1CCC(CCC2CCCC3CCCC32)CC1
F[C@@H]1C[C@@H](NC[C@H]2CCCC[C@H]2C#N)[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-13,2029_ACL.0,0,,463.7639262572527,C1CCC(CNC2CCCC3CC[NH2+]C32)CC1,C1CCC(CCC2CCCC3CCCC32)CC1
CC(=O)Nc1ccc(N[C@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)CC)[C@H]3C[C@@H](F)C2)cc1,GAB-REV-4a4-14,2030_ACL2ACR.0,0,,1067.3826344460003,c1ccc(NC2CCCC3CC[NH2+]C32)cc1,C1CCC(CC2CCCC3CCCC32)CC1
CC(=O)Nc1ccc(N[C@H]2[C@@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@@H](F)C2)cc1,GAB-REV-4a4-14,2030_ACL.0,0,,445.84198467722604,c1ccc(NC2CCCC3CC[NH2+]C32)cc1,C1CCC(CC2CCCC3CCCC32)CC1
F[C@@H]1C[C@@H](CN[C@@H]2C[C@@H]3CCCC[C@@H]3[NH2+]2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-15,2031_ACL2ACR.0,0,,987.5596682407415,C1CCC2[NH2+]C(NCC3CCCC4CC[NH2+]C43)CC2C1,C1CCC2CC(CCC3CCCC4CCCC43)CC2C1
F[C@@H]1C[C@H](CN[C@@H]2C[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-15,2031_ACL.0,0,,410.3694497718081,C1CCC2[NH2+]C(NCC3CCCC4CC[NH2+]C43)CC2C1,C1CCC2CC(CCC3CCCC4CCCC43)CC2C1
F[C@@H]1C[C@H](NC[C@H]2N[C@H]3CCCC[C@H]3O2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-16,2032_ACL2ACR.0,0,,888.369092977923,C1CCC2OC(CNC3CCCC4CC[NH2+]C43)NC2C1,C1CCC2CC(CCC3CCCC4CCCC43)CC2C1
F[C@H]1C[C@@H](NC[C@@H]2N[C@H]3CCCC[C@@H]3O2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-16,2032_ACL.0,0,,381.531538899701,C1CCC2OC(CNC3CCCC4CC[NH2+]C43)NC2C1,C1CCC2CC(CCC3CCCC4CCCC43)CC2C1
CN(Cc1cc2c[nH]nc2cc1)[C@H]1[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C[C@H](F)C1,GAB-REV-4a4-17,2033_ACL2ACR.0,0,,516.652005859924,c1cc2n[nH]cc2cc1CNC1CCCC2CC[NH2+]C21,C1CC2CCC(CCC3CCCC4CCCC43)CC2C1
CN(Cc1cc2c[nH]nc2cc1)[C@H]1[C@H]2[NH2+]C[C@H](CCNC(=O)C)[C@H]2C[C@H](F)C1,GAB-REV-4a4-17,2033_ACL.0,0,,707.5036672349731,c1cc2n[nH]cc2cc1CNC1CCCC2CC[NH2+]C21,C1CC2CCC(CCC3CCCC4CCCC43)CC2C1
F[C@@H]1C[C@H](N[C@@H]2N[C@@H]3CCCC[C@@H]3O2)[C@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-18,2034_ACL2ACR.0,0,,507.22473738462685,C1CCC2OC(NC3CCCC4CC[NH2+]C43)NC2C1,C1CCC2CC(CC3CCCC4CCCC43)CC2C1
F[C@H]1C[C@@H](N[C@@H]2N[C@@H]3CCCC[C@H]3O2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-18,2034_ACL.0,0,,501.90941157669374,C1CCC2OC(NC3CCCC4CC[NH2+]C43)NC2C1,C1CCC2CC(CC3CCCC4CCCC43)CC2C1
CN([C@H]1[C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C[C@@H](F)C1)[C@H]1C[C@@H]2[C@@H](OCO2)C[C@H]1Cl,GAB-REV-4a4-19,2035_ACL2ACR.0,0,,833.3735224400493,C1CC2CC[NH2+]C2C(NC2CCC3OCOC3C2)C1,C1CC2CCC(CC3CCCC4CCCC43)CC2C1
CN([C@@H]1[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C[C@H](F)C1)[C@H]1C[C@@H]2[C@@H](OCO2)C[C@H]1Cl,GAB-REV-4a4-19,2035_ACL.0,0,,378.14532335999763,C1CC2CC[NH2+]C2C(NC2CCC3OCOC3C2)C1,C1CC2CCC(CC3CCCC4CCCC43)CC2C1
F[C@H]1C[C@@H](NC[C@H]2CC[C@H]3[NH2+]CN[C@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-20,2036_ACL.0,0,,870.1576979024126,C1CC2CC[NH2+]C2C(NCC2CCC3[NH2+]CNC3C2)C1,C1CC2CCC(CCC3CCCC4CCCC43)CC2C1
F[C@H]1C[C@@H](NCC2NCCCN2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-21,2037_ACL2ACR.0,0,,1021.9365323140944,C1CNC(CNC2CCCC3CC[NH2+]C32)NC1,C1CCC(CCC2CCCC3CCCC32)CC1
F[C@H]1C[C@@H](NCC2NCCCN2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-21,2037_ACL.0,0,,1224.3008057758784,C1CNC(CNC2CCCC3CC[NH2+]C32)NC1,C1CCC(CCC2CCCC3CCCC32)CC1
CO[C@@H]1CCC[C@@H](C1)Oc1cccc(CN2CCN(CC2)C(=O)C)c1,MAK-UNK-3c3-1,2117_NCL.0,0,,1133.1975375465006,c1cc(CN2CCNCC2)cc(OC2CCCCC2)c1,C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1
CO[C@@H]1CCC[C@@H](C1)Oc1cccc(CN2CCN(CC2)C(=O)CC)c1,MAK-UNK-3c3-1,2117_NCL2ACR.0,0,,912.4084954609258,c1cc(CN2CCNCC2)cc(OC2CCCCC2)c1,C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1
CO[C@H]1CC[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,JOH-MSK-35a-1,2201_ACL2ACR.0,0,,977.3450041317543,C1CCC2[NH2+]CCC2C1,C1CCC2CCCC2C1
CO[C@H]1CC[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,JOH-MSK-35a-1,2201_ACL.0,1,x1392,2079.14552723228,C1CCC2[NH2+]CCC2C1,C1CCC2CCCC2C1
CC(=O)N1C[C@@H]([C@@H]2[C@@H]3[NH2+]C[C@H](CCNC(=O)CC)[C@@H]3C[C@@H](C2)C#N)[C@@H]2CCCC[C@@H]2C1,JOH-MSK-2d8-1,2287_ACL2ACR.0,0,,961.7714543581056,C1CCC2C(C1)CNCC2C1CCCC2CC[NH2+]C21,C1CCC2C(C1)CCCC2C1CCCC2CCCC21
CC(=O)N1C[C@@H]([C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@H](C2)C#N)[C@@H]2CCCC[C@@H]2C1,JOH-MSK-2d8-1,2287_ACL.0,0,,1192.6918988274456,C1CCC2C(C1)CNCC2C1CCCC2CC[NH2+]C21,C1CCC2C(C1)CCCC2C1CCCC2CCCC21
Cc1ccncc1NC(=O)C[C@@H]1[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C[C@@H](F)C1,PET-SGC-1c3-1,2474_ACL2ACR.0,0,,1135.930916985395,O=C(CC1CCCC2CC[NH2+]C21)Nc1cccnc1,CC(CC1CCCCC1)CC1CCCC2CCCC21
Cc1ccncc1NC(=O)C[C@@H]1[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C[C@H](F)C1,PET-SGC-1c3-1,2474_ACL.0,0,,1489.5297247594738,O=C(CC1CCCC2CC[NH2+]C21)Nc1cccnc1,CC(CC1CCCCC1)CC1CCCC2CCCC21
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)C,MAK-UNK-176-1,2494_NCL.0,0,,986.1558494512253,C1CNCCN1,C1CCCCC1
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)CC,MAK-UNK-176-1,2494_NCL2ACR.0,0,,984.2876759793144,C1CNCCN1,C1CCCCC1
CCC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)CCl,MAK-UNK-176-1,2494_ACL2ACR.0,0,,1336.1927763859185,C1CNCCN1,C1CCCCC1
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)CCl,MAK-UNK-176-1,2494_ACL.0,0,,1170.335696066421,C1CNCCN1,C1CCCCC1
CNC(=O)[C@H](NCCNC(=O)C)c1cccc(CN2CCN(CC2)C(=O)C)c1,MAK-UNK-176-2,2495_NCL.0,0,,1029.3680000015572,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
CNC(=O)[C@H](NCCNC(=O)CC)c1cccc(CN2CCN(CC2)C(=O)CCl)c1,MAK-UNK-176-2,2495_ACL2ACR.0,0,,1011.3267591164991,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
CNC(=O)[C@H](NCCNC(=O)C)c1cccc(CN2CCN(CC2)C(=O)CCl)c1,MAK-UNK-176-2,2495_ACL.0,0,,1258.8634042331994,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
F[C@@H]1CC[C@H]2[NH2+]C[C@@H](NCCC[C@H]3C[C@@H](CN4CCN(CC4)C(=O)C)CCC3)[C@H]2C1,MAK-UNK-176-7,2500_NCL.0,0,,528.4787249299601,C(CNC1C[NH2+]C2CCCCC12)CC1CCCC(CN2CCNCC2)C1,C1CCC(CC2CCCC(CCCCC3CCC4CCCCC34)C2)CC1
F[C@H]1CC[C@@H]2[NH2+]C[C@H](NCCC[C@@H]3C[C@@H](CN4CCN(CC4)C(=O)CC)CCC3)[C@H]2C1,MAK-UNK-176-7,2500_NCL2ACR.0,0,,960.1906292879803,C(CNC1C[NH2+]C2CCCCC12)CC1CCCC(CN2CCNCC2)C1,C1CCC(CC2CCCC(CCCCC3CCC4CCCCC34)C2)CC1
C(=N)c1ccc(NC(=O)Nc2cccnc2)cc1,JOH-UNK-14e-1,2503_NIT.0,0,,1098.7922093932177,O=C(Nc1ccccc1)Nc1cccnc1,CC(CC1CCCCC1)CC1CCCCC1
COc1ccc(cc1)N1NN[C@@H](CN2CCN(CC2)C(=O)CC)C1,JOH-UNK-14e-7,2509_ACL2ACR.0,0,,1251.1839331199749,c1ccc(N2CC(CN3CCNCC3)NN2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
COc1ccc(cc1)N1NN[C@H](CN2CCN(CC2)C(=O)C)C1,JOH-UNK-14e-7,2509_ACL.0,0,,764.6912738582968,c1ccc(N2CC(CN3CCNCC3)NN2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
COc1cccc(c1)N1NN[C@H](CN2CCN(CC2)C(=O)CC)C1,JOH-UNK-14e-8,2510_ACL2ACR.0,0,,464.6919592752726,c1ccc(N2CC(CN3CCNCC3)NN2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
F[C@@H]1CC[C@@H]2[NH2+]C[C@H]([C@H](CNC(=O)CC)N3CCN(CC3)C(=O)C[C@@H]3C[NH2+][C@@H]4NCCC[C@H]34)[C@@H]2C1,MAK-UNK-105-1,2576_ACL2ACR.0,0,,1412.205456054687,O=C(CC1C[NH2+]C2NCCCC12)N1CCN(CC2C[NH2+]C3CCCCC23)CC1,CC(CC1CCC2CCCCC21)C1CCC(CC2CCC3CCCCC32)CC1
